"CellId","AltFreq","AltPos","PairId","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","MinMax_Dec1Prob","MinMax_Dec2Prob","MinMax_Dec3Prob","MinMax_Dec4Prob","MinMax_Dec5Prob","MinMax_Dec6Prob","MinMax_Dec7Prob","MinMax_Dec8Prob","MinMax_Dec9Prob","MinMax_Dec10Prob","LS75_Median","LS125_Median","LS200_Median","LS300_Median","LS500_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Alpha_bar_Dec1Prob","Alpha_bar_Dec2Prob","Alpha_bar_Dec3Prob","Alpha_bar_Dec4Prob","Alpha_bar_Dec5Prob","Alpha_bar_Dec6Prob","Alpha_bar_Dec7Prob","Alpha_bar_Dec8Prob","Alpha_bar_Dec9Prob","Alpha_bar_Dec10Prob","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
"PSIC111910Loc_DoubleSound",903,24,NA,0.283877516919311,0.169087238737202,0.277557050111496,2.01690240997268,1.98132595937935,0.15,0.21,0.17,0.2,0.14,0.06,0.03,0.03,0.01,0,0.0102401362439572,0.0132673676698703,0.0370916099299355,0.145713710941588,0.115496305410626,0.518194594755381,0.53519572448643,0.347603223414618,4.25264501419902,1.35394001654064,0,0.03125,0.078125,0.127604166666667,0.174479166666667,0.424479166666667,0.0364583333333333,0.127604166666667,0,0,0.86,0.36,0.11
"YKIC102811_1Loc_DoubleSound",1100,-6,NA,0.00885185903811225,0.00483526432489698,0.117493341163409,23.2310675714973,1.00909359234433,0.85,0.07,0.03,0.04,0,0,0,0.01,0,0,0.0320630419077132,0.012595797123114,0.0329647471237537,0.101232161715332,0.0588145846212299,0.984669920615118,0.990834091982702,0.892925768827717,16.622409314311,2.58916454829622,0,0,0,0,0,0,0,0.03125,0.185416666666667,0.783333333333333,0.12,0.02,0.02
"YKIC102811Loc_DoubleSound",1100,-24,NA,0.0187451541068017,0.0104229825863772,0.0854603608746248,20.3463291960537,2.56715880112617,0.9,0.03,0.02,0.02,0,0.01,0.01,0.01,0,0,0.00871470765103576,0.012407935028716,0.107352626047305,0.0884160121359678,0.110253792974755,0.970280101848416,0.970927698734451,0.847267231073631,51.5307110607476,2.28162173787509,0,0,0,0.05,0,0,0,0,0.05,0.9,0.11,0.04,0.02
"YKIC140220Loc_DoubleSound",1988,-24,2,0.285903855768216,0.142069424574201,0.697951634267265,1.67019427624531,0.754721245282656,0.2,0.16,0.15,0.12,0.08,0.08,0.03,0.11,0.05,0.02,0.032640863432624,0.158463748231179,0.134304285683368,0.00332755246621574,0.0569013908740582,0.461273838295461,0.163144241649094,0.528900880208965,2.42220653226715,2.11557542690364,0.0318181818181818,0.289772727272727,0.0784090909090909,0.0375,0.153409090909091,0.217045454545455,0.121590909090909,0.0590909090909091,0.0113636363636364,0,1.48,0.69,0.31
"PSIC092110Loc_DoubleSound",1100,-24,NA,0.219154078636882,0.163529875836143,0.693223309319377,2.60301667897665,0.212020615925529,0.17,0.29,0.21,0.18,0.05,0.03,0.02,0.02,0.02,0.01,0.0292173722087762,0.0952151542515556,0.128323885438944,0.0156075596113916,0.0623662538447873,0.693964927712234,0.69248040347254,0.577475108208004,5.30903854731987,1.9838610320489,0,0,0,0,0.00555555555555556,0.15,0.391666666666667,0.425,0.0277777777777778,0,0.72,0.22,0.1
"PSIC102110Loc_DoubleSound",1100,-6,NA,0.230275062330543,0.158740716588081,NA,2.01484610849661,NA,0.19,0.27,0.13,0.1,0.08,0.09,0.07,0.02,0.05,0,0.130259184959433,0.0889390179291673,0.0704526989038987,0.0221469900776269,0.167892520092786,0.53850114399289,0.576980259436081,0.265748742112056,2.23548348772709,0.739348626630382,0,0,0.0833333333333333,0.108974358974359,0.227564102564103,0.201923076923077,0.224358974358974,0.0961538461538462,0.0576923076923077,0,0.85,0.43,0.17
"YKIC110311Loc_DoubleSound",1100,-24,NA,0.0577358724667101,0.0368075300826684,0.660539510517216,5.02079738953655,0.159147023691026,0.62,0.14,0.12,0.06,0.04,0,0.02,0,0,0,0.0251272122278056,0.0177554887244068,0.00835252672727214,0.468218790468918,0.0625612356938609,0.908788450448498,0.950475351652386,0.816543491731239,7.62917423677942,2.13714052524584,0,0,0,0,0.04,0.035,0.005,0.0583333333333333,0.276666666666667,0.585,0.3,0.06,0.02
"YKIC140507Loc_DoubleSound",500,24,2,0.387332943082399,0.395047359892735,NA,1.54911551480897,NA,0.11,0.15,0.12,0.15,0.18,0.08,0.09,0.09,0.02,0.01,0.04049999766097,0.00490512685130949,0.0374542980453591,0.178302673226445,0.205082007323497,0.292837496342102,0.280516104305047,0.156259749100333,3.44773130206367,2.38563462850081,0,0.245833333333333,0.310416666666667,0.179166666666667,0.0645833333333333,0.0645833333333333,0.0770833333333333,0.0458333333333333,0.0125,0,1.47,0.7,0.28
"PSIC091310Loc_DoubleSound",903,-24,NA,0.158510547682781,0.107131396477989,0.562955117911533,3.16008730602211,0.498062797243962,0.3,0.28,0.2,0.09,0.03,0.06,0.02,0,0.02,0,0.0652013342836778,0.00637943765050174,0.0331868960024472,0.101832079918759,0.0331990779986846,0.220949671876899,0.171862081762432,0.744130971013632,2.50782118699668,1.82276981999584,0.0277777777777778,0.375,0.180555555555556,0,0,0,0.0381944444444444,0.354166666666667,0.0243055555555556,0,0.67,0.18,0.04
"YKIC140226Loc_DoubleSound",1988,-6,2,0.0865877053052067,0.0489397184773077,0.833534974576335,3.20964730963246,0.313740147750738,0.55,0.16,0.06,0.04,0.06,0.03,0.01,0.04,0.02,0.03,0.493829271332375,0.0308995497497019,0.00725529438974188,0.0450335873288382,0.0797493735069427,0.105214060804447,0.0529182464990703,0.677283627790244,3.17253978041593,1.71410378391012,0.493269230769231,0.0836538461538461,0,0,0.0115384615384615,0.0923076923076923,0.210576923076923,0.108653846153846,0,0,0.78,0.42,0.18
"YKIC082611Loc_DoubleSound",500,-24,NA,0.353481986911961,0.147425231666771,0.311497441896208,1.36995189324121,1.35070530784033,0.16,0.13,0.13,0.16,0.1,0.09,0.09,0.08,0.05,0.01,0.0325951439307276,0.0472504058204416,0.0712390898825929,0.0324536502933971,0.0509755298827879,0.564137601057005,0.604945422283284,0.538266841484743,3.99195212199998,3.77882012711364,0,0,0,0.0833333333333333,0.166666666666667,0.383333333333333,0.325,0.0416666666666667,0,0,1.08,0.57,0.27
"YKIC090111_1Loc_DoubleSound",609,24,NA,0.258800842873711,0.110510219141529,NA,1.74944929394391,NA,0.25,0.15,0.16,0.1,0.09,0.09,0.07,0.04,0.03,0.02,0.0251385281471562,0.0578674727797767,0.0286753363227079,0.00804345448857803,0.473657930161873,0.479512470884207,0.259870087625549,0.752411690312463,1.88613702866616,1.68841403439639,0,0.0643939393939394,0.261363636363636,0.0378787878787879,0.185606060606061,0.0871212121212121,0.113636363636364,0.170454545454545,0.0795454545454545,0,0.84,0.41,0.17
"PSIC091010Loc_DoubleSound",903,24,NA,0.077847117782573,0.0356403790459947,0.567007805592953,4.3914647580298,0.325455392058043,0.56,0.23,0.07,0.07,0.01,0.04,0,0.01,0.01,0,0.0306400538326537,0.141090421806934,0.0172550776009222,0.0253661228356064,0.0464390934015875,0.355858766943883,0.845622700258828,0.112935994111536,1.74074276278546,1.42103293642206,0.285714285714286,0,0.157738095238095,0.101190476190476,0.0267857142857143,0,0,0,0.428571428571429,0,0.31,0.13,0.04
"PSIC091510Loc_DoubleSound",1100,-24,NA,0.433473657399602,0.469542212453943,0.0960791939570792,1.23911039552726,1.03961324346128,0.2,0.08,0.07,0.11,0.14,0.12,0.1,0.08,0.09,0.01,0.686983143417599,0.0139611817888835,0.0101030603061107,0.0176910698990211,0.0160040675011613,0.57705485029869,0.626455071437026,0.337500638557506,1.98325033224966,1.5959556225202,0,0.00480769230769231,0.0705128205128205,0.166666666666667,0.16025641025641,0.129807692307692,0.200320512820513,0.144230769230769,0.115384615384615,0.00801282051282051,1.51,0.76,0.34
"PSIC090710Loc_DoubleSound",609,6,NA,0.379529472359542,0.152488708608437,0.464323008672901,1.51811240031196,1.2515411943687,0.11,0.22,0.06,0.15,0.13,0.11,0.13,0.03,0.05,0.01,0.0222350865860439,0.371152244173132,0.0170604328120892,0.0231524290741819,0.0555240141084579,0.538346682822113,0.645007205396748,0.500737141455867,2.49520793391724,2.03008700079616,0,0,0.175,0.0708333333333333,0.2,0.154166666666667,0.304166666666667,0.0625,0.0333333333333333,0,1.22,0.69,0.24
"YKIC110211_1Loc_DoubleSound",1100,24,NA,0.351980240274864,0.200844374153582,0.491326262384549,1.50062774039818,1.20644296276613,0.1,0.2,0.12,0.12,0.12,0.15,0.06,0.08,0.04,0.01,0.0182179916902266,0.0602568765044103,0.163514252907138,0.0167609246999252,0.0900225703706058,0.375380962465776,0.365716702272766,0.509268390037561,4.41388261892976,1.45861996597766,0,0,0.145833333333333,0.442708333333333,0.21875,0.125,0.0677083333333333,0,0,0,1.04,0.56,0.22
"PSIC092710Loc_DoubleSound",500,-6,NA,0.0368663007751846,0.0236611529171696,0.379140563680504,5.22126823527348,0.645488948537415,0.66,0.11,0.08,0.07,0.02,0.02,0,0,0.02,0.02,0.184509411619542,0.0635729196844001,0.14547113410452,0.0346515417826059,0.0183586516893072,0.195623174828329,0.120572724331537,0.966060930172837,2.02316923409442,1.06031333386422,0.330357142857143,0.181547619047619,0.166666666666667,0.0357142857142857,0,0,0,0,0,0.285714285714286,0.42,0.12,0.06
"YKIC092311Loc_DoubleSound",1100,-24,NA,0.130232114049549,0.0806357110579264,NA,3.22395278048854,NA,0.41,0.26,0.08,0.12,0.04,0.03,0.03,0.03,0,0,0.0149659055804727,0.0408786363368124,0.0244204651683435,0.109026264205691,0.049826286673805,0.797969974986593,0.839799887206797,0.42025883289794,4.67859020425665,0.546772690335486,0,0,0,0.00462962962962963,0.0509259259259259,0.0185185185185185,0.115740740740741,0.319444444444444,0.490740740740741,0,0.5,0.2,0.08
"PSIC110310Loc_DoubleSound",1100,-24,NA,0.165867735434959,0.0629390263328585,0.459079566701565,2.09843771656256,0.945728489618095,0.41,0.13,0.04,0.09,0.1,0.11,0.04,0.06,0.01,0.01,0.0875554953690321,0.00752631223577423,0.0692539710983943,0.0169335305379902,0.071677747141729,0.300069602470274,0.10698481348834,0.478388403403401,2.51651896847235,1.64446652744285,0,0.4,0.1,0.1125,0.158333333333333,0.133333333333333,0.0291666666666667,0.0416666666666667,0.025,0,0.77,0.46,0.14
"PSIC101410Loc_DoubleSound",903,-6,NA,0.272269552222376,0.178935853836478,0.753898647744608,1.77463792470954,0.609917445129705,0.14,0.2,0.2,0.07,0.11,0.1,0.02,0.09,0.05,0.02,0.112991226069409,0.0211378222323566,0.0626584885255934,0.0374119062935125,0.0790016091078982,0.601291112296983,0.761187177031725,0.404192271569619,2.83296392813377,2.58673637259385,0,0,0,0.222222222222222,0.263888888888889,0.0138888888888889,0,0.458333333333333,0.0416666666666667,0,1.06,0.57,0.21
"YKIC082611_1Loc_DoubleSound",1100,-6,NA,0.101014164993849,0.0654361575919802,0.438149955995753,4.37286393270456,0.492157724992952,0.5,0.24,0.14,0.05,0.05,0.01,0.01,0,0,0,0.00590487426178469,0.00835766183715598,0.024625275320939,0.0888158005899573,0.556532085199044,0.335025511334398,0.32150656985134,0.494967666600062,4.87934015054078,2.26203431171805,0.0354938271604938,0.149691358024691,0.0709876543209877,0.444444444444444,0.149691358024691,0.0895061728395062,0.0601851851851852,0,0,0,0.37,0.09,0.01
"YKIC092311Loc_DoubleSound",500,24,NA,0.249546408474621,0.107827577006688,0.794463708635158,1.95756740429397,0.2670917280652,0.28,0.15,0.19,0.13,0.09,0.07,0.03,0.02,0.03,0.01,0.00205488122942093,0.0204463393576429,0.0203176930654701,0.0342071009782396,0.655807708722332,0.507828589767332,0.535857459827758,0.261038586810909,2.14365634186157,1.55192656265898,0,0.105769230769231,0.173076923076923,0.092948717948718,0.102564102564103,0.294871794871795,0.032051282051282,0.121794871794872,0.0769230769230769,0,0.71,0.28,0.1
"YKIC080511Loc_DoubleSound",609,6,NA,0.0265955818337071,0.0176585108934836,0.203826729916513,14.2998693521478,0.748139888817613,0.79,0.07,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0,0.00534062299115082,0.119235965030484,0.110525653804338,0.0227010091383212,0.0422221207984963,0.966535218637942,0.968049408779246,0.458782221855052,38.592285272334,4.01645118530877,0,0,0,0.0638888888888889,0.136111111111111,0,0,0,0,0.8,0.22,0.07,0.03
"YKIC140221Loc_DoubleSound",500,24,1,0.21715580107436,0.195626783267792,0.761380297559144,2.36747861146,0.129873161894931,0.22,0.22,0.25,0.15,0.07,0.05,0.02,0.01,0.01,0,0.0346329235512746,0.122732739413567,0.0194504105065927,0.0274059002651232,0.0582560720841499,0.440804502477905,0.217488602087442,0.690091358094549,2.10604298576256,1.42611076479535,0.0601063829787234,0.146808510638298,0.252127659574468,0.0202127659574468,0.0606382978723404,0.0797872340425532,0.128191489361702,0.145744680851064,0.0606382978723404,0.0457446808510638,1.04,0.21,0.04
"YKIC072711Loc_DoubleSound",1100,-24,NA,0.00656641737239577,0.00417640587944822,0.0294236986730191,62.5678641577796,7.92733878778589,0.99,0.01,0,0,0,0,0,0,0,0,0.0389838462483243,0.116350096279071,0.0210238310411683,0.0404488753090719,0.126823916865405,0.985745845752697,0.987140258205719,0.984583711947774,200.27701582708,176.505566818074,0,0,0,0,0,0,0,0,0,1,0,0,0
"YKIC102811_1Loc_DoubleSound",1100,24,NA,0.0632188458824018,0.0368872942040645,0.628206033058224,6.80567883568816,0.14496842606264,0.68,0.21,0.07,0.02,0,0,0.01,0,0.01,0,0.0187924983778158,0.104239086786163,0.0656519464329485,0.020374858665043,0.0764438935022423,0.0596748139014743,0.058776627947345,0.34520130904125,29.8089096064819,1.16922505116761,0.933333333333333,0.0166666666666667,0.0222222222222222,0.0277777777777778,0,0,0,0,0,0,0.13,0.02,0.02
"YKIC092311Loc_DoubleSound",609,24,NA,0.11628082158388,0.0727038490243677,0.534750591061464,3.379307399974,0.567119886337688,0.44,0.24,0.07,0.07,0.06,0.05,0.04,0.01,0.02,0,0.0399702256592457,0.0586781031086399,0.0514602928699577,0.0126998431420781,0.016132371508692,0.291625962131599,0.350974933699398,0.22274842377982,5.21425131568448,4.88761278285779,0,0.0416666666666667,0.476190476190476,0.452380952380952,0.0297619047619048,0,0,0,0,0,0.54,0.25,0.07
"YKIC140528Loc_DoubleSound",1632,-6,1,0.320645766751339,0.25228013002591,NA,1.29019275281065,NA,0.2,0.1,0.16,0.1,0.16,0.09,0.06,0.08,0.02,0.03,0.00957366605644378,0.0183638233748776,0.161320169972791,0.0252028384440639,0.0640889502693427,0.323830654999035,0.278916672055884,0.0240817481848574,2.45977211148692,1.5755866115,0.166666666666667,0.00833333333333333,0.25,0.239583333333333,0.172916666666667,0.1375,0.025,0,0,0,1.29,0.64,0.27
"PSIC111210Loc_DoubleSound",1100,-6,NA,0.187891770330356,0.118135755194962,NA,2.3984885554546,NA,0.28,0.26,0.11,0.1,0.11,0.07,0.02,0.02,0.03,0,0.0757946383478636,0.0151323222630999,0.0183372578778334,0.0510923315411322,0.0669209703286663,0.3060690991487,0.259579454058055,0.568342223347278,3.9481498570399,1.15716696197311,0,0.0333333333333333,0.445833333333333,0.220833333333333,0.0833333333333333,0.120833333333333,0.0958333333333333,0,0,0,0.79,0.32,0.09
"PSIC091510Loc_DoubleSound",500,6,NA,0.0574157019033338,0.0309945145687238,0.224355763102986,5.4165026455827,0.746814564109244,0.62,0.14,0.07,0.06,0.04,0.03,0.02,0.01,0.01,0,0.0385788396378618,0.0293708854829455,0.0659470256251035,0.136693611376175,0.0159375890248717,0.864058705855878,0.928930543248503,0.124221910501105,1.97410944361108,1.21886888062196,0.12797619047619,0.178571428571429,0.0505952380952381,0.0714285714285714,0,0,0,0,0.101190476190476,0.470238095238095,0.37,0.17,0.05
"PSIC111710Loc_DoubleSound",609,24,NA,0.327520048282374,0.096890460900694,0.435525377104025,1.5401897378249,1.06954326711881,0.23,0.17,0.07,0.11,0.12,0.09,0.07,0.1,0.03,0.01,0.0912708896278003,0.0407781823417676,0.257635781818587,0.0560324842134569,0.00989933486014576,0.409503093858414,0.250594637737856,0.676488719892282,1.98043315119222,1.38837221905944,0,0.148809523809524,0.226190476190476,0.113095238095238,0.0982142857142857,0.133928571428571,0.119047619047619,0.12202380952381,0.0386904761904762,0,0.97,0.51,0.22
"YKIC140226Loc_DoubleSound",500,24,1,0.139484878524084,0.069048446093483,0.693356607145461,3.57500213759492,0.0896479814791044,0.4,0.26,0.22,0.07,0.04,0,0.01,0,0,0,0.524564874113604,0.00964465459853755,0.0220770625768003,0.029718207028941,0.00718989814819416,0.917879128959269,0.920964434268947,0.893184705991522,25.2656048941925,6.58059695098397,0,0,0,0,0,0,0,0,0.229761904761905,0.770238095238095,0.54,0.06,0.01
"YKIC080511Loc_DoubleSound",609,-6,NA,0.0183964406910382,0.0110894686176676,0.167421648321148,18.7902089124515,1.37001957763055,0.81,0.09,0.01,0.05,0.01,0.02,0.01,0,0,0,0.0653578517127391,0.0496650666878809,0.0414013052482218,0.0265803185328014,0.12710614537677,0.963102226104408,0.964156253500968,0.611787610813495,71.7468730583578,4.29510228697183,0,0,0,0,0,0.0972222222222222,0.125,0,0,0.777777777777778,0.13,0.05,0.01
"PSIC092910Loc_DoubleSound",1100,-24,NA,0.304007618041059,0.12315532638529,NA,1.53831450572326,NA,0.21,0.14,0.14,0.14,0.08,0.1,0.07,0.04,0.06,0.02,0.0371615119056799,0.0367056564022831,0.0410572982003622,0.0432732395366622,0.116657157930449,0.335230067774968,0.251838499649861,0.739589481358119,2.35899865827739,1.35538569019062,0,0.107142857142857,0.345238095238095,0.119047619047619,0.0535714285714286,0.0178571428571429,0.101190476190476,0.178571428571429,0.0773809523809524,0,0.97,0.49,0.21
"YKIC140321Loc_DoubleSound",1632,-24,2,0.179242091378077,0.0657434976304176,NA,2.34779695926834,NA,0.37,0.17,0.16,0.09,0.1,0.06,0.04,0.01,0,0,0.0247972502545168,0.21256259731676,0.0325638591717435,0.0844802203203772,0.0186280854215947,0.354579628130629,0.154274285907801,0.854663143916483,2.10839493549676,1.66752659751249,0,0.454545454545455,0,0.138636363636364,0.0431818181818182,0,0,0,0.363636363636364,0,0.85,0.27,0.05
"YKIC120211Loc_DoubleSound",1100,24,NA,0.188375816101721,0.115330179301033,0.289024612193342,2.76300841564769,1.89936418875012,0.22,0.33,0.14,0.18,0.05,0.05,0.01,0.02,0,0,0.0124707705118858,0.0158632296675109,0.0257211249947901,0.144590263753048,0.0900452021942892,0.321223399061385,0.320133208660321,0.180510376039468,2.70892031770777,1.85716005554121,0.0291666666666667,0.166666666666667,0.133333333333333,0.270833333333333,0.204166666666667,0.133333333333333,0.0625,0,0,0,0.55,0.13,0.03
"PSIC110310Loc_DoubleSound",1100,-6,NA,0.361787480191788,0.211865358509013,0.377090648465274,1.66875965229697,1.64949312183096,0.06,0.17,0.17,0.18,0.15,0.09,0.07,0.05,0.03,0.03,0.0201382715167962,0.276103701034283,0.059097937190742,0.0324609205258267,0.0216286884432708,0.338200715258282,0.297273679175964,0.478407039558222,5.26231806769729,2.93983411521856,0,0,0.361111111111111,0.243055555555556,0.263888888888889,0.0902777777777778,0.0416666666666667,0,0,0,1.2,0.6,0.23
"YKIC111011_2Loc_DoubleSound",609,-24,NA,0.246960499835776,0.114286420090195,0.387864740229538,2.16390918357808,1.41387577579722,0.19,0.25,0.09,0.16,0.14,0.08,0.04,0.04,0.01,0,0.00281703371680883,0.0117543692242263,0.0465365904766834,0.317776008905336,0.0352758682783038,0.642611020033659,0.817912498664481,0.244242357930331,1.69842399543698,1.65425423023293,0,0.101851851851852,0.217592592592593,0.125,0,0,0.143518518518519,0.0972222222222222,0.291666666666667,0.0231481481481481,0.71,0.37,0.1
"YKIC082511Loc_DoubleSound",500,6,NA,0.303032394895651,0.21509292744229,0.101188451217488,1.33332124973407,1.3296011497817,0.25,0.08,0.15,0.13,0.07,0.12,0.08,0.1,0.01,0.01,0.138330231798038,0.0128891028268394,0.0263945345974944,0.149285230578367,0.0150260294070193,0.490411873068785,0.277640442103915,0.523461704100839,1.64635406238291,1.61436268797089,0,0.0462962962962963,0.208333333333333,0.12962962962963,0.152777777777778,0.143518518518519,0.0972222222222222,0.00462962962962963,0.217592592592593,0,1.02,0.55,0.22
"YKIC140220Loc_DoubleSound",1988,6,2,0.00971736606402296,0.00616832231226412,0.124309208596726,26.4649383501337,1.20011291982789,0.9,0.06,0.02,0,0.02,0,0,0,0,0,0.108112213903113,0.0324953098497968,0.0115337561389212,0.00648884849439814,0.330694628008674,0.913103915000789,0.957366082857554,0.00754296789087078,2.31887881002019,1.22757148204431,0.333333333333333,0,0,0,0,0,0,0,0.0916666666666667,0.575,0.07,0.04,0
"YKIC140226Loc_DoubleSound",1988,-6,1,0.0760494569546769,0.019240873350174,0.582123108528322,4.37133344217355,0.248673476406375,0.58,0.18,0.11,0.07,0.02,0.02,0.01,0.01,0,0,0.036608446325071,0.0336379886330088,0.04329482777724,0.110586132020621,0.0622484619656981,0.121073994777822,0.0183739633139718,0.0989594274300512,3.66672829930253,2.73311902040266,0.4125,0.204807692307692,0.0432692307692308,0.106730769230769,0.217307692307692,0.0153846153846154,0,0,0,0,0.35,0.08,0.02
"YKIC110311Loc_DoubleSound",500,-24,NA,0.129270817212467,0.0589027287220293,0.689835376443254,3.0641078966272,0.409889114503623,0.43,0.19,0.15,0.06,0.04,0.04,0.04,0.04,0.01,0,0.00434830518200784,0.0123047278040166,0.0569285393657736,0.0912289698401871,0.398683379207598,0.393577926398444,0.0953782606178311,0.606048512548024,2.07968627554228,1.43417766806516,0.21474358974359,0.131410256410256,0.123397435897436,0.0352564102564103,0.125,0.118589743589744,0.144230769230769,0.0849358974358974,0.0224358974358974,0,0.48,0.19,0.09
"PSIC051111Loc_DoubleSound",1100,-24,NA,0.0392545076126417,0.0229509197485266,0.397136964821297,3.79616656288926,0.680937911579392,0.62,0.1,0.05,0.05,0.09,0.04,0.01,0.02,0.02,0,0.0270811732694027,0.0185104749632351,0.00954765538449751,0.0154307181360239,0.18167940605892,0.831583950222536,0.958978068595578,0.599520201530012,3.26726953114145,2.350672681451,0,0,0,0.0208333333333333,0.03125,0.223958333333333,0.192708333333333,0.03125,0,0.5,0.44,0.19,0.05
"YKIC110911Loc_DoubleSound",1100,-6,NA,0.114212847979459,0.0720300963754271,NA,3.31737878113135,NA,0.44,0.26,0.05,0.09,0.05,0.05,0.04,0.01,0.01,0,0.0277393339604191,0.0495414984744011,0.0439818876982962,0.00807982369777755,0.111347398151669,0.827418498480978,0.845797457966758,0.612522169007728,4.18237815363494,1.05164750013453,0,0,0.0520833333333333,0.0729166666666667,0,0.09375,0.109375,0.0520833333333333,0.59375,0.0260416666666667,0.44,0.18,0.07
"YKIC110111_1Loc_DoubleSound",609,6,NA,0.0216763083423807,0.0154764045630363,0.0891288711751819,17.4852972237155,2.12938033565261,0.87,0.07,0.03,0.02,0,0,0,0,0.01,0,0.0366977650446897,0.0193554726556375,0.0732831346088523,0.0581012555455372,0.0684669296391731,0.953392117239938,0.951424716292903,0.961414405461352,101.62194836533,50.7092196655964,0,0,0,0,0,0,0,0,0,1,0.09,0.01,0.01
"YKIC072811Loc_DoubleSound",903,6,NA,0.00776957867438038,0.00508209727631818,0.0947861725116261,25.8469107696408,0.864001315854017,0.89,0.05,0.02,0.01,0.01,0.01,0,0,0.01,0,0.0256042455493416,0.00852793130575317,0.143065508128473,0.0390756436238491,0.126419572562544,0.981696901128969,0.982281503282919,0.649172147049447,75.7816912956934,5.43518922944505,0,0,0,0,0,0,0.0769230769230769,0,0.0769230769230769,0.846153846153846,0.1,0.04,0.02
"YKIC110111_1Loc_DoubleSound",1100,6,NA,0.0113418154827629,0.00736027796147778,0.331633647287648,41.0607703165516,0.76475801729719,0.99,0,0,0.01,0,0,0,0,0,0,0.0249784257339791,0.168918929549765,0.0231842184995198,0.027657227143246,0.0478495645189383,0.975890117290546,0.975851999848204,NA,238.641924924032,NA,0,0,0,0,0,0,0,0,0,1,0.01,0,0
"YKIC100111_1Loc_DoubleSound",500,6,NA,0.148363890383512,0.0733318934961654,0.69768695611726,2.68740240247682,0.427033821937314,0.42,0.17,0.14,0.08,0.08,0,0.04,0.05,0.02,0,0.00686620822171908,0.00386768740224224,0.179814904375341,0.188441373162018,0.103196027131913,0.213265262004472,0.16816392811696,0.799690796493256,2.99459885808515,0.896059359858478,0.0856481481481482,0.398148148148148,0.180555555555556,0.0578703703703704,0,0.0810185185185185,0.0300925925925926,0.0787037037037037,0.087962962962963,0,0.49,0.21,0.11
"YKIC111011_2Loc_DoubleSound",903,-6,NA,0.30087225304454,0.165985635706543,NA,1.72221118288485,NA,0.12,0.24,0.14,0.12,0.11,0.1,0.09,0.05,0.03,0,0.0360785140544772,0.0271002450571031,0.0495361505590003,0.0751063781678936,0.206812353025557,0.495422834857111,0.528016852161867,0.631972541450764,5.17792080984014,1.64097344616207,0,0,0.078125,0.0833333333333333,0.359375,0.364583333333333,0.114583333333333,0,0,0,0.98,0.54,0.23
"YKIC140130Loc_DoubleSound",1100,24,1,0.110552153148031,0.0710796891522921,0.546181342753549,3.44026108821932,0.448441943469204,0.45,0.2,0.1,0.12,0.04,0.05,0.04,0,0,0,0.0861347298629165,0.388158577747812,0.00393688626209911,0.00669300358504317,0.0655021020317844,0.929219425511675,0.936140567359775,0.276885760194585,5.63842174730999,1.12490860491348,0,0.0200860832137733,0.115494978479197,0.0595408895265423,0,0.0107604017216643,0.0681492109038737,0.0430416068866571,0.0631276901004304,0.619799139167862,0.71,0.22,0.04
"YKIC090111_1Loc_DoubleSound",903,-6,NA,0.218890799306047,0.155099892546152,NA,2.0964079247939,NA,0.21,0.25,0.18,0.08,0.09,0.09,0.06,0.02,0.01,0.01,0.0088780661950597,0.0540628939185548,0.0506402830043665,0.0727732736146873,0.0474923935522457,0.684489236463751,0.823539963462873,0.727964994614844,2.70950164233187,2.55756739746128,0,0,0,0,0.106481481481481,0.217592592592593,0.208333333333333,0.222222222222222,0.24537037037037,0,0.77,0.33,0.11
"YKIC090111_1Loc_DoubleSound",609,-6,NA,0.087508841798345,0.0514005820731739,0.667756717075084,4.58863893949318,0.26812203695579,0.55,0.2,0.11,0.08,0.02,0,0.03,0,0.01,0,0.0380520910481352,0.0213741543388324,0.0965369929635612,0.424491928792516,0.00943900803789289,0.903913908786847,0.910471286964892,0.746376780951046,19.1374407097379,1.82117183278745,0,0,0,0.0104166666666667,0.0520833333333333,0,0,0.0625,0.315104166666667,0.559895833333333,0.35,0.08,0.04
"PSIC111710Loc_DoubleSound",609,-6,NA,0.0518751495294761,0.0182350129613988,0.483086164297611,4.10231247520791,0.589798940649479,0.58,0.16,0.08,0.04,0.07,0.05,0.02,0,0,0,0.175231500730611,0.00876666364693652,0.0920747209839611,0.0453600823562513,0.0371143162066885,0.972562091739716,0.973011804164367,0.660892590822389,4.56826760361051,2.97229156679982,0,0,0,0,0,0.0384615384615385,0.384615384615385,0.0384615384615385,0,0.538461538461538,0.37,0.17,0.02
"YKIC120211_1Loc_DoubleSound",500,-6,NA,0.136903942273044,0.0757962895672469,0.626964566015191,3.27065805356614,0.187198064131892,0.36,0.26,0.24,0.07,0.04,0.01,0.02,0,0,0,0.00853016446044961,0.0300002186946646,0.0163543422174495,0.0724328926921597,0.141343241092911,0.809682265201622,0.801446515798865,0.885261783757679,6.68465826074669,5.70527340545175,0,0,0,0,0,0,0.0694444444444444,0.298611111111111,0.537037037037037,0.0949074074074074,0.46,0.09,0.03
