"CellId","AltFreq","AltPos","PairId","MinMax_Median","MinMax_Mode1","MinMax_Mode2","MinMax_ModeDen1","MinMax_ModeDen2","LS3_Median","LS5_Median","LS8_Median","LS12_Median","LS20_Median","Alpha_bar_median","Alpha_bar_Mode1","Alpha_bar_Mode2","Alpha_bar_ModeDen1","Alpha_bar_ModeDen2","Switch_0.2Mean","Switch_0.4Mean","Switch_0.6Mean"
"YKIC110311Loc_DoubleSound",1100,-24,NA,0.158456287271652,0.0633236458717632,0.881949490445189,3.77584332550429,0.0914351365527254,0.00611369372956379,0.00183459671293609,0.000273467665369068,0.00107449062097032,0.852311488909798,0.696705340883474,0.724212762447634,NA,3.27792689121146,NA,0.36792,0.11032,0.0288
"YKIC140507Loc_DoubleSound",500,24,2,0.317502040539186,0.0915155243485735,NA,1.87014548152744,NA,0.0393848164986456,0.0127276642934776,0.0012165460443002,0.00128841171196184,0.405166233414388,0.463224503199775,0.468462558842363,0.386351093312195,2.03781835340494,1.97778409600909,0.80044,0.37524,0.14132
"PSIC091310Loc_DoubleSound",903,-24,NA,0.169856447656461,0.0391853765175987,NA,3.37210258489172,NA,0.0169481631235069,0.00740295067120443,0.00102223135005089,0.00134156942153256,0.61924515395869,0.892157508700632,0.935844587202965,0.390590896399974,6.84280258370432,0.272587695839802,0.44528,0.18704,0.06664
"YKIC140226Loc_DoubleSound",1988,-6,2,0.397859902729204,0.243883747080417,0.165103324888413,1.46514650888743,1.44931456397708,0.0227406623826047,0.00927528269890679,0.00107860011589226,0.00143893957094795,0.531925217200238,0.460490058969159,0.432784160217124,NA,2.56688312371871,NA,1.14304,0.5622,0.2196
"YKIC082611Loc_DoubleSound",500,-24,NA,0.533370238789484,0.891700859323254,0.174887436752671,1.24182930175918,1.1175095198369,0.173754429370692,0.0336646820484824,0.000916334103046816,0.000731787945346419,0.261094321134553,0.304215198946671,0.286812600332287,0.631073832737961,3.93753262719752,0.404021908225672,1.59844,0.89956,0.38508
"YKIC090111_1Loc_DoubleSound",609,24,NA,0.469047461216686,0.117796133706889,0.395295721787777,1.22800802100869,1.0320771065787,0.226332017505573,0.0289791330468172,0.00162379184777518,0.000640795481470592,0.159745765049967,0.56548573738804,0.596579321764642,NA,2.86267820524432,NA,1.13548,0.6272,0.2698
"PSIC091010Loc_DoubleSound",903,24,NA,0.242221245376008,0.0775103132112595,NA,2.41528005372047,NA,0.0345960750299967,0.0113440721151965,0.000701795076277343,0.000660852323020249,0.460304000118182,0.276809241868997,0.247345968214593,0.732472465302296,3.78611827825224,0.168935037869437,0.64212,0.24752,0.07844
"PSIC091510Loc_DoubleSound",1100,-24,NA,0.519789016938004,0.919347523058564,0.234540260675513,1.19025251988087,1.11060649374934,0.0840388084187202,0.0200408830228557,0.00105131932045882,0.000893660805208539,0.306161026545062,0.532405524574066,0.576418925877,NA,2.22039176752335,NA,1.51808,0.86804,0.39636
"PSIC090710Loc_DoubleSound",609,6,NA,0.329070645654117,0.0877882682439901,NA,1.80531598738067,NA,0.0390602639738089,0.0182916373941937,0.00128316994016346,0.000877367486737582,0.373650836211342,0.485098900034043,0.539852627728621,0.443802517019318,2.23159495750246,2.05151100757766,0.80956,0.377,0.134
"YKIC110211_1Loc_DoubleSound",1100,24,NA,0.343044895910943,0.0959952276685127,NA,1.75614903528071,NA,0.105983832758513,0.015652950457783,0.000951289989371951,0.000517895681817891,0.286911882779199,0.506601175152003,0.431073682763188,NA,2.4663414074612,NA,0.9014,0.43572,0.16384
"PSIC092710Loc_DoubleSound",500,-6,NA,0.329765821746985,0.0940896712093896,NA,1.77366765961387,NA,0.0333746072165723,0.0206932673184639,0.00148390723447081,0.00140253141232602,0.32857077398326,0.528551205407803,0.520974464931478,NA,2.5924694195322,NA,0.81204,0.39272,0.14568
"YKIC092311Loc_DoubleSound",1100,-24,NA,0.27796604821911,0.0764691058364418,NA,2.11240094389138,NA,0.0177279962053087,0.00724999808078064,0.00125973120386824,0.00128132258157265,0.600568826573178,0.379253058726205,0.375938910766654,NA,2.36724364656888,NA,0.65272,0.3004,0.10804
"PSIC110310Loc_DoubleSound",1100,-24,NA,0.267291748739149,0.0882752145481354,NA,2.22516913699192,NA,0.0423770415745831,0.0114675437976588,0.000901770329386614,0.000876611633534439,0.229823103685888,0.340865822996776,0.341002003407792,NA,4.4714734867297,NA,0.7232,0.2628,0.06904
"PSIC101410Loc_DoubleSound",903,-6,NA,0.286621359970508,0.0916703343026219,NA,2.09428171729323,NA,0.0384934096240911,0.00872307747385784,0.00105535418737455,0.000830248057169058,0.503441278851917,0.460487039664258,0.439369324034608,NA,2.60491798281417,NA,0.73152,0.33804,0.12284
"YKIC082611_1Loc_DoubleSound",1100,-6,NA,0.0362077195585927,0.0128056817237956,0.486547597130342,12.806193683007,0.126643523455466,0.0148032277922145,0.00929951527311046,0.000856267386511873,0.000679161127841257,0.501468262227448,0.974987643103347,0.977009776196744,0.537816909483671,24.1647277789515,0.0798438750561632,0.08572,0.0246,0.00652
"YKIC092311Loc_DoubleSound",500,24,NA,0.326037144290016,0.0956189497828223,NA,1.85524906941675,NA,0.0740930002746293,0.0152352842435918,0.00227597134324907,0.000658739749707648,0.282332349837656,0.660105130047003,0.675428560338674,NA,3.67330505693173,NA,0.85672,0.40856,0.15588
"YKIC080511Loc_DoubleSound",609,6,NA,0.477833487771585,0.182743023004788,0.498804476582527,1.28808002678421,1.02079739227269,0.0652570478052171,0.0186395460318655,0.00114667181274024,0.00072308419855101,0.270936444516428,0.410966693094393,0.428581572255011,NA,3.08963665469912,NA,1.44428,0.78952,0.33896
"YKIC140221Loc_DoubleSound",500,24,1,0.323176496442808,0.0882561372501663,NA,1.84068908072757,NA,0.0914665431692642,0.00888129520680353,0.00139766246338534,0.00146955014770751,0.31464130782834,0.680060380204616,0.709812599491894,NA,2.78001187932369,NA,0.8462,0.39636,0.14772
"YKIC072711Loc_DoubleSound",1100,-24,NA,0.300148458968466,0.0882822165340039,NA,2.02015437344154,NA,0.0558750558802047,0.00990036124788257,0.000944813826758331,0.000742623992478708,0.425764969734633,0.605732031447223,0.64151245443135,NA,2.74625557170344,NA,0.77832,0.35764,0.13008
"YKIC102811_1Loc_DoubleSound",1100,24,NA,0.0793548570988831,0.0276198230124866,0.72077566869807,7.07136133888845,0.106857292034697,0.00814580363300126,0.00246729479365888,0.000380609309353457,0.000450929952365199,0.851041130717552,0.911362802761666,0.923911812465733,0.668068726860296,10.6119854435277,0.238657973567327,0.1758,0.04516,0.01148
"YKIC092311Loc_DoubleSound",609,24,NA,0.392976607615406,0.168088339111189,NA,1.46094475062364,NA,0.0197474988739979,0.00696681232355983,0.00112210184187568,0.00126065567093889,0.539189357934522,0.293806038414682,0.268229727646544,NA,2.64289928849634,NA,1.07688,0.50928,0.19384
"YKIC140528Loc_DoubleSound",1632,-6,1,0.308255509434575,0.0858999957217084,NA,1.92949564113007,NA,0.0367343191815375,0.00738296675848041,0.00101203748117778,0.00120951245225803,0.514668738940689,0.413994309549172,0.390821193317048,0.774429519000678,2.26758365894223,0.513788055623789,0.76504,0.37792,0.14316
"PSIC111210Loc_DoubleSound",1100,-6,NA,0.319170293956345,0.0845582287642954,NA,1.96787634302514,NA,0.128571877104669,0.00770913162830691,0.000641873789809058,0.000640535093267886,0.344687655720318,0.589166058484176,0.658047227909479,NA,2.47165041517998,NA,0.86116,0.407,0.14932
"PSIC091510Loc_DoubleSound",500,6,NA,0.27392048054988,0.0861175755625484,NA,2.20029140385405,NA,0.0378935004177722,0.00587202197240595,0.000616992186572339,0.00141324011870641,0.56355385886219,0.523471139029515,0.564329232544367,NA,2.30091891309615,NA,0.71344,0.3308,0.12312
"PSIC111710Loc_DoubleSound",609,24,NA,0.335820886786276,0.0922731457865233,NA,1.77561895162483,NA,0.0471672382088867,0.0117965478883684,0.00144786655730632,0.00112523850017754,0.397976305457434,0.602649332079585,0.653322478332076,NA,2.39418169582075,NA,0.80608,0.38924,0.15304
"YKIC140226Loc_DoubleSound",500,24,1,0.33408268019674,0.0928121228834159,NA,1.77042192593194,NA,0.0625881723408403,0.0264800112122122,0.000613544286268886,0.0020689649959073,0.350157355063675,0.601630409327612,0.628655010623706,NA,3.01022442429206,NA,0.84372,0.41152,0.15876
"YKIC080511Loc_DoubleSound",609,-6,NA,0.368991778203951,0.0961185951455993,0.730696630377528,1.62424478027939,0.782517225279711,0.0655472514533754,0.0229477387876352,0.0012055604927189,0.00113224204515008,0.27752051483158,0.54707717133311,0.611414052433121,NA,2.62589270977823,NA,0.90596,0.46324,0.18484
